ClusterID,Pos,Gls,Ast,xG,xAG,Min,Squad
0,GK,0.0,0.225,0.0025,0.10500000000000001,1570.2,Southampton
1,FW,7.658227848101266,5.012658227848101,7.102531645569621,4.7025316455696204,2244.8354430379745,Manchester City
2,DF,0.8875502008032129,0.5983935742971888,1.0016064257028112,0.6582329317269077,672.3975903614457,Ipswich Town
3,DF,1.4047619047619047,1.5158730158730158,1.6007936507936507,1.661904761904762,2237.9444444444443,Aston Villa
